Date,Time(hours),Bus_id,Weather Condition,Temperature,Bus Stop ID,Bus Delay (mins),Population Density,Holiday Flag,Distance from Previous Bus Stop (km),Total Passenger Count,Bus Frequency (per hour),People Waiting
22/11/2024,09:00:00,Bus_6,Foggy,23,26,13,7294,1,3.58,27,3,347
11/11/2024,09:00:00,Bus_3,Rainy,27,13,6,7633,0,3.6,89,5,172
16/11/2024,12:00:00,Bus_11,Sunny,12,17,27,6192,0,4.3,146,4,357
16/11/2024,14:00:00,Bus_15,Clear,10,6,27,3300,0,2.67,182,1,327
01/11/2024,21:00:00,Bus_5,Foggy,17,17,18,3723,1,1.29,257,4,200
09/11/2024,13:00:00,Bus_10,Sunny,18,16,22,6010,0,2.09,189,2,485
28/11/2024,18:00:00,Bus_12,Sunny,19,14,16,3067,1,4.92,240,3,489
27/11/2024,12:00:00,Bus_15,Sunny,22,13,8,6836,0,3.39,359,3,462
06/11/2024,13:00:00,Bus_17,Sunny,15,6,25,6993,0,3.84,387,4,378
16/11/2024,15:00:00,Bus_10,Rainy,31,3,12,5506,1,1.03,196,1,76
29/11/2024,05:00:00,Bus_6,Rainy,23,14,21,4537,0,3.07,297,3,164
03/11/2024,18:00:00,Bus_18,Rainy,30,14,4,3397,0,1.15,165,4,372
20/11/2024,09:00:00,Bus_13,Foggy,27,15,22,7715,0,3.28,307,1,61
28/11/2024,18:00:00,Bus_3,Foggy,30,8,4,6357,1,4.68,271,4,488
27/11/2024,08:00:00,Bus_10,Foggy,23,29,9,4163,0,4.87,8,1,465
04/11/2024,05:00:00,Bus_14,Cloudy,32,15,20,7825,1,3.16,38,5,424
19/11/2024,12:00:00,Bus_6,Foggy,16,22,26,3555,0,2.83,114,1,245
26/11/2024,19:00:00,Bus_3,Rainy,19,29,9,6661,0,4.78,339,2,477
03/11/2024,19:00:00,Bus_16,Rainy,17,27,26,4751,0,3.69,56,5,382
19/11/2024,13:00:00,Bus_7,Cloudy,23,13,6,5941,0,1.26,431,4,155
20/11/2024,13:00:00,Bus_14,Cloudy,9,17,25,5657,1,2.86,474,5,257
07/11/2024,14:00:00,Bus_9,Foggy,9,21,14,5795,0,1.96,359,5,244
20/11/2024,13:00:00,Bus_15,Clear,27,24,6,5329,1,2.88,138,4,162
09/11/2024,07:00:00,Bus_3,Cloudy,11,3,28,4959,1,2.82,102,4,68
01/11/2024,15:00:00,Bus_2,Sunny,18,28,26,4601,0,3.33,334,2,344
08/11/2024,10:00:00,Bus_2,Rainy,16,6,14,5793,0,2.43,177,4,277
07/11/2024,06:00:00,Bus_3,Sunny,23,5,2,4480,1,1.66,169,3,161
18/11/2024,11:00:00,Bus_18,Rainy,18,22,18,4102,1,3.01,339,3,391
08/11/2024,22:00:00,Bus_14,Rainy,9,26,9,6276,0,4.32,286,2,449
01/11/2024,06:00:00,Bus_18,Cloudy,26,17,27,4299,0,3.66,261,1,489
11/11/2024,21:00:00,Bus_10,Cloudy,10,23,28,7994,0,2.35,375,1,259
28/11/2024,15:00:00,Bus_2,Sunny,27,25,14,6879,0,4.74,223,3,492
25/11/2024,16:00:00,Bus_1,Rainy,21,2,2,4535,0,4.65,199,4,307
25/11/2024,11:00:00,Bus_4,Sunny,30,26,5,3077,1,1.84,211,2,335
18/11/2024,10:00:00,Bus_14,Clear,9,15,11,5831,0,1.16,287,1,95
23/11/2024,05:00:00,Bus_1,Sunny,10,5,14,6410,0,3.97,180,1,438
30/11/2024,21:00:00,Bus_14,Foggy,24,26,5,5721,1,4.31,250,5,464
10/11/2024,15:00:00,Bus_16,Sunny,23,20,12,6627,0,4.87,231,3,458
03/11/2024,22:00:00,Bus_14,Foggy,21,6,28,4532,0,4.56,472,4,246
07/11/2024,21:00:00,Bus_3,Foggy,24,6,18,3237,1,3.4,482,2,221
28/11/2024,11:00:00,Bus_3,Foggy,25,27,2,4996,0,3.12,23,1,123
16/11/2024,21:00:00,Bus_9,Clear,29,18,7,6427,1,1.11,48,5,187
26/11/2024,13:00:00,Bus_6,Sunny,15,18,7,3277,0,1.99,109,3,262
16/11/2024,21:00:00,Bus_13,Sunny,32,4,22,6089,0,2.84,296,3,413
25/11/2024,12:00:00,Bus_2,Clear,34,17,25,3523,0,3.51,6,2,273
20/11/2024,21:00:00,Bus_8,Rainy,25,25,19,7275,1,3.23,38,1,373
28/11/2024,11:00:00,Bus_2,Cloudy,15,14,14,7218,1,3.97,169,2,60
17/11/2024,05:00:00,Bus_4,Sunny,21,14,3,6122,1,2.12,356,2,406
02/11/2024,17:00:00,Bus_15,Cloudy,13,13,18,7575,1,3.26,283,5,408
01/11/2024,21:00:00,Bus_4,Clear,34,7,20,4797,0,1.35,203,3,125
16/11/2024,17:00:00,Bus_13,Rainy,25,12,2,5131,1,2.65,325,4,337
30/11/2024,20:00:00,Bus_12,Rainy,11,23,12,3815,1,4,313,3,341
12/11/2024,12:00:00,Bus_13,Rainy,15,15,7,5694,1,3.77,273,3,51
05/11/2024,22:00:00,Bus_14,Clear,34,19,22,3442,0,4.96,244,5,178
05/11/2024,05:00:00,Bus_18,Foggy,25,11,15,6140,0,2.11,327,4,139
27/11/2024,18:00:00,Bus_6,Foggy,15,15,12,3142,1,2.99,475,1,440
23/11/2024,19:00:00,Bus_11,Cloudy,29,12,2,7287,1,2.32,47,4,327
09/11/2024,22:00:00,Bus_2,Foggy,9,3,15,4410,0,2.76,249,1,170
09/11/2024,06:00:00,Bus_19,Foggy,25,17,8,7473,1,4.43,79,4,39
03/11/2024,21:00:00,Bus_19,Rainy,25,3,27,3534,1,3.74,110,2,69
19/11/2024,22:00:00,Bus_5,Rainy,19,19,13,4716,1,4.53,13,4,236
16/11/2024,10:00:00,Bus_19,Cloudy,33,20,12,6364,1,1.81,395,5,48
16/11/2024,08:00:00,Bus_2,Sunny,35,4,20,4032,0,4.49,380,1,381
03/11/2024,05:00:00,Bus_10,Cloudy,11,3,24,6342,0,1.24,365,3,57
20/11/2024,12:00:00,Bus_2,Cloudy,23,26,6,4410,0,4.55,90,5,277
24/11/2024,11:00:00,Bus_11,Clear,29,16,14,7500,1,2.32,342,1,338
22/11/2024,07:00:00,Bus_18,Clear,19,12,6,4172,1,2.26,348,1,99
24/11/2024,14:00:00,Bus_15,Cloudy,34,8,5,3888,0,3.05,280,3,404
01/11/2024,14:00:00,Bus_9,Cloudy,24,24,1,6338,0,4.76,221,2,15
24/11/2024,18:00:00,Bus_19,Cloudy,33,29,8,7517,0,1.19,73,5,325
20/11/2024,06:00:00,Bus_9,Foggy,30,29,21,4641,1,2.41,234,3,461
11/11/2024,05:00:00,Bus_3,Clear,17,17,23,3471,0,4.43,260,3,179
17/11/2024,22:00:00,Bus_9,Cloudy,32,7,16,5940,1,2.58,113,2,332
08/11/2024,11:00:00,Bus_14,Rainy,32,11,4,3546,1,1.8,46,5,62
04/11/2024,12:00:00,Bus_19,Rainy,9,18,11,7726,0,2.7,274,3,119
06/11/2024,05:00:00,Bus_7,Foggy,33,1,0,6597,0,2.54,43,2,469
08/11/2024,07:00:00,Bus_16,Foggy,30,3,9,5825,1,4.66,208,5,37
20/11/2024,12:00:00,Bus_16,Sunny,24,4,10,6723,0,4.05,417,4,134
30/11/2024,19:00:00,Bus_1,Sunny,17,13,15,3363,0,3.02,349,1,455
03/11/2024,09:00:00,Bus_4,Sunny,27,6,13,5166,1,4.95,103,2,26
16/11/2024,07:00:00,Bus_4,Foggy,20,26,7,6309,1,2.86,124,1,490
30/11/2024,05:00:00,Bus_7,Foggy,27,14,23,3545,1,1.23,10,4,496
25/11/2024,19:00:00,Bus_8,Foggy,30,5,16,6240,1,2.05,329,3,8
03/11/2024,12:00:00,Bus_17,Rainy,17,16,24,7729,1,2.74,187,3,457
25/11/2024,06:00:00,Bus_5,Foggy,15,15,17,4936,0,1.63,31,5,475
29/11/2024,07:00:00,Bus_7,Rainy,22,15,11,3962,1,4.79,156,2,4
18/11/2024,18:00:00,Bus_4,Sunny,27,30,24,6005,1,4.07,60,2,21
14/11/2024,18:00:00,Bus_6,Sunny,27,4,16,6806,1,2.07,249,5,415
18/11/2024,15:00:00,Bus_7,Sunny,10,8,27,3882,0,3.36,387,1,149
02/11/2024,20:00:00,Bus_18,Cloudy,17,27,25,6840,1,3.89,374,3,488
22/11/2024,08:00:00,Bus_5,Cloudy,21,16,13,3870,1,4.77,439,3,25
03/11/2024,09:00:00,Bus_3,Clear,23,28,15,7611,1,4.53,270,2,487
16/11/2024,18:00:00,Bus_7,Clear,11,16,13,5985,0,3.06,442,2,143
29/11/2024,20:00:00,Bus_14,Clear,19,30,8,3865,1,4.1,217,5,245
09/11/2024,22:00:00,Bus_7,Cloudy,29,4,3,7309,1,3.25,399,4,419
04/11/2024,11:00:00,Bus_5,Cloudy,22,13,24,6203,1,3.21,2,1,433
01/11/2024,14:00:00,Bus_5,Clear,33,26,22,5897,0,1.46,24,4,43
04/11/2024,11:00:00,Bus_2,Clear,16,28,10,5244,0,1.5,206,4,425
01/11/2024,05:00:00,Bus_6,Foggy,26,13,5,3018,0,3.12,320,2,293
14/11/2024,20:00:00,Bus_15,Clear,27,2,14,3641,0,2.08,496,2,185
21/11/2024,08:00:00,Bus_10,Foggy,24,3,4,6083,1,1.08,199,2,42
16/11/2024,22:00:00,Bus_7,Rainy,10,22,10,3329,1,3.89,356,4,431
20/11/2024,06:00:00,Bus_5,Cloudy,16,8,24,3865,0,1.13,114,1,92
24/11/2024,05:00:00,Bus_1,Clear,30,24,17,3773,0,3.38,280,2,317
08/11/2024,19:00:00,Bus_13,Cloudy,14,15,29,7487,1,3.16,155,3,398
07/11/2024,09:00:00,Bus_18,Cloudy,20,11,12,7732,1,4.88,165,1,324
03/11/2024,15:00:00,Bus_13,Cloudy,23,9,10,5354,0,2.94,486,3,53
17/11/2024,14:00:00,Bus_18,Rainy,33,7,13,6338,0,1.25,222,1,84
01/11/2024,06:00:00,Bus_5,Sunny,16,13,27,6518,0,3.21,91,2,34
16/11/2024,07:00:00,Bus_13,Clear,12,2,17,5942,0,4.36,167,5,76
12/11/2024,16:00:00,Bus_4,Sunny,23,8,26,5567,1,4.99,447,2,353
27/11/2024,09:00:00,Bus_17,Sunny,28,7,27,4674,0,2.72,207,4,408
19/11/2024,09:00:00,Bus_3,Sunny,33,24,30,5683,0,2.28,282,4,404
22/11/2024,10:00:00,Bus_17,Cloudy,25,12,24,6380,1,4.63,65,1,197
23/11/2024,13:00:00,Bus_11,Foggy,21,19,27,3739,1,1.76,376,4,486
22/11/2024,06:00:00,Bus_4,Cloudy,26,7,18,4545,1,3.46,4,2,286
14/11/2024,16:00:00,Bus_2,Cloudy,10,10,23,7564,1,2.62,157,3,88
30/11/2024,07:00:00,Bus_16,Sunny,21,29,26,5259,1,1.16,249,2,235
06/11/2024,16:00:00,Bus_18,Cloudy,21,25,14,4135,0,2.39,257,1,232
06/11/2024,21:00:00,Bus_8,Sunny,30,16,8,3873,0,2.06,235,4,7
13/11/2024,14:00:00,Bus_3,Foggy,23,3,7,7555,0,3.74,306,3,292
19/11/2024,18:00:00,Bus_9,Clear,28,30,19,5300,1,4.8,366,5,38
22/11/2024,21:00:00,Bus_6,Sunny,35,10,27,3751,0,2.07,470,3,464
08/11/2024,22:00:00,Bus_10,Foggy,18,6,0,3853,1,4.25,395,3,52
27/11/2024,21:00:00,Bus_10,Clear,11,18,3,6732,0,1.22,74,2,143
27/11/2024,18:00:00,Bus_13,Rainy,27,18,13,5283,0,3.15,187,5,430
02/11/2024,13:00:00,Bus_17,Sunny,11,5,24,4329,1,1.28,62,1,407
21/11/2024,12:00:00,Bus_9,Sunny,30,21,1,3477,1,4.74,337,1,396
30/11/2024,06:00:00,Bus_17,Rainy,22,29,15,5726,0,4.07,164,3,221
01/11/2024,17:00:00,Bus_9,Rainy,16,7,2,6091,0,3.63,56,3,428
28/11/2024,11:00:00,Bus_9,Sunny,35,28,25,7230,0,4.3,111,4,240
15/11/2024,13:00:00,Bus_1,Rainy,31,2,7,7505,0,3.59,218,5,143
01/11/2024,15:00:00,Bus_2,Cloudy,12,11,5,4269,0,4.88,240,3,349
05/11/2024,18:00:00,Bus_16,Clear,35,30,15,7181,1,3.86,21,4,493
28/11/2024,08:00:00,Bus_1,Clear,28,13,23,5603,1,4.7,141,5,363
29/11/2024,17:00:00,Bus_10,Clear,19,23,15,4469,1,3.07,265,1,382
16/11/2024,06:00:00,Bus_18,Cloudy,34,5,6,3377,1,1.47,139,4,49
19/11/2024,09:00:00,Bus_8,Rainy,19,30,29,4680,0,3.11,459,5,277
04/11/2024,15:00:00,Bus_11,Foggy,35,6,12,3241,0,1.51,70,4,271
03/11/2024,10:00:00,Bus_2,Rainy,19,24,12,3919,1,3.37,385,3,14
17/11/2024,22:00:00,Bus_8,Sunny,10,26,4,3069,0,2.93,118,2,298
17/11/2024,14:00:00,Bus_8,Clear,25,29,24,6924,1,3.49,198,1,492
12/11/2024,08:00:00,Bus_17,Rainy,17,14,19,5086,0,1.04,205,3,464
28/11/2024,13:00:00,Bus_15,Foggy,10,12,21,5007,0,1.78,214,3,15
30/11/2024,10:00:00,Bus_17,Sunny,32,4,17,3800,0,2.97,56,5,234
29/11/2024,06:00:00,Bus_13,Cloudy,23,29,14,5779,1,4.8,287,4,63
14/11/2024,21:00:00,Bus_19,Cloudy,24,23,17,7920,1,2.53,470,1,196
21/11/2024,09:00:00,Bus_5,Foggy,33,6,1,3755,1,2.7,293,3,27
06/11/2024,10:00:00,Bus_12,Sunny,12,10,9,4995,1,3.86,175,5,471
03/11/2024,16:00:00,Bus_1,Clear,16,18,22,4321,0,3.42,347,1,93
28/11/2024,14:00:00,Bus_5,Rainy,17,15,12,5330,0,2.2,370,4,105
09/11/2024,10:00:00,Bus_8,Sunny,34,8,17,3109,0,2.64,500,3,309
05/11/2024,12:00:00,Bus_13,Cloudy,34,26,14,4016,0,1.87,462,3,52
24/11/2024,06:00:00,Bus_8,Foggy,13,9,30,6865,1,4.86,128,3,319
29/11/2024,16:00:00,Bus_11,Foggy,24,5,11,3024,0,1.52,431,1,457
17/11/2024,17:00:00,Bus_1,Rainy,21,10,14,7938,0,2.49,378,1,181
14/11/2024,11:00:00,Bus_13,Foggy,15,20,12,5838,0,1.1,325,1,57
21/11/2024,14:00:00,Bus_19,Foggy,34,6,17,3737,1,1.89,442,1,120
03/11/2024,17:00:00,Bus_3,Sunny,28,16,14,3179,1,4.12,292,5,308
28/11/2024,21:00:00,Bus_17,Clear,25,24,24,3231,1,1.8,288,2,363
01/11/2024,18:00:00,Bus_5,Rainy,11,27,22,4917,0,1.32,226,5,43
20/11/2024,06:00:00,Bus_8,Sunny,13,3,10,3342,1,2.9,64,3,135
29/11/2024,15:00:00,Bus_14,Clear,27,10,18,7572,0,1.04,455,5,373
21/11/2024,05:00:00,Bus_4,Sunny,20,11,2,5623,0,1.34,426,4,426
23/11/2024,08:00:00,Bus_11,Sunny,35,11,6,3454,0,4.23,48,1,260
01/11/2024,15:00:00,Bus_15,Foggy,15,17,20,7384,1,4.09,202,4,197
03/11/2024,12:00:00,Bus_19,Clear,17,4,25,7625,1,4.66,498,4,133
18/11/2024,15:00:00,Bus_7,Rainy,14,4,13,5276,0,4.42,337,3,459
25/11/2024,08:00:00,Bus_19,Rainy,34,17,13,3595,0,3.73,414,1,255
10/11/2024,21:00:00,Bus_19,Clear,25,9,21,6874,1,1.21,405,4,489
22/11/2024,11:00:00,Bus_11,Foggy,24,19,12,7530,1,4.13,60,3,220
26/11/2024,12:00:00,Bus_5,Cloudy,31,5,11,7977,1,4.38,397,1,336
03/11/2024,07:00:00,Bus_5,Sunny,11,22,23,7497,0,4.2,257,2,41
08/11/2024,06:00:00,Bus_8,Foggy,29,24,8,5669,0,3.03,65,3,478
14/11/2024,19:00:00,Bus_10,Clear,34,6,0,5135,0,1.93,239,5,388
24/11/2024,09:00:00,Bus_6,Sunny,12,3,18,6964,1,4.38,289,1,255
18/11/2024,05:00:00,Bus_15,Rainy,18,22,10,4565,1,3.91,38,4,2
15/11/2024,08:00:00,Bus_16,Cloudy,13,1,22,3308,1,4.92,25,4,494
22/11/2024,19:00:00,Bus_17,Rainy,29,20,21,3342,0,1.62,410,5,195
23/11/2024,07:00:00,Bus_8,Clear,30,22,22,3435,0,1.9,461,5,242
02/11/2024,15:00:00,Bus_8,Sunny,18,16,23,3176,1,1.85,59,4,149
27/11/2024,21:00:00,Bus_9,Clear,20,23,21,3138,0,4.17,476,1,198
10/11/2024,17:00:00,Bus_2,Sunny,18,11,18,3193,1,1.75,417,3,299
02/11/2024,15:00:00,Bus_15,Foggy,21,13,17,6257,0,1.27,357,5,245
26/11/2024,06:00:00,Bus_18,Cloudy,19,27,11,6235,1,4.99,383,5,338
17/11/2024,13:00:00,Bus_3,Foggy,30,10,22,3942,0,1.1,297,5,108
08/11/2024,06:00:00,Bus_17,Foggy,24,3,27,7620,0,4.34,158,2,453
01/11/2024,13:00:00,Bus_4,Clear,16,9,27,6879,1,2.46,57,1,393
09/11/2024,13:00:00,Bus_4,Cloudy,16,28,27,6113,1,4.37,433,1,212
11/11/2024,12:00:00,Bus_14,Sunny,35,12,26,5962,1,3.22,48,1,156
22/11/2024,21:00:00,Bus_9,Sunny,33,23,0,7836,1,4.61,328,1,26
16/11/2024,05:00:00,Bus_9,Rainy,16,14,18,7957,1,4.7,433,1,82
07/11/2024,15:00:00,Bus_18,Sunny,21,1,27,3953,0,1.04,431,4,83
29/11/2024,12:00:00,Bus_10,Clear,35,18,26,4302,1,1.3,56,5,131
10/11/2024,14:00:00,Bus_4,Foggy,10,17,19,6381,1,2,65,4,329
23/11/2024,11:00:00,Bus_12,Foggy,20,27,28,5880,1,3.68,268,2,100
26/11/2024,07:00:00,Bus_8,Foggy,18,9,29,5187,0,4.55,69,3,256
03/11/2024,07:00:00,Bus_2,Cloudy,20,9,16,7887,1,2.84,216,5,479
18/11/2024,22:00:00,Bus_13,Sunny,19,23,4,3545,1,3.43,390,2,49
25/11/2024,09:00:00,Bus_16,Clear,23,10,25,4927,1,1.75,89,4,401
24/11/2024,16:00:00,Bus_2,Cloudy,24,19,2,7152,0,4.22,449,3,63
13/11/2024,16:00:00,Bus_11,Rainy,25,29,1,3004,0,4.87,281,2,311
28/11/2024,10:00:00,Bus_10,Clear,34,15,30,6481,1,2.07,257,3,407
26/11/2024,06:00:00,Bus_15,Clear,10,5,2,6253,0,2.98,160,2,290
07/11/2024,16:00:00,Bus_17,Clear,26,15,7,4362,1,1.34,490,4,105
25/11/2024,09:00:00,Bus_8,Foggy,20,20,15,4820,0,3.24,234,3,105
04/11/2024,16:00:00,Bus_18,Clear,27,23,5,5663,1,3.01,131,2,325
13/11/2024,21:00:00,Bus_9,Sunny,34,30,12,5938,0,1.58,49,4,15
20/11/2024,21:00:00,Bus_8,Clear,31,25,29,4273,1,2.77,147,5,175
01/11/2024,14:00:00,Bus_14,Foggy,26,28,22,6326,1,2.34,316,4,259
08/11/2024,21:00:00,Bus_18,Clear,25,2,27,6659,0,3.09,491,4,211
14/11/2024,19:00:00,Bus_12,Rainy,14,13,21,5945,1,3.34,413,5,412
16/11/2024,16:00:00,Bus_19,Rainy,33,24,21,6018,1,1.03,434,4,259
14/11/2024,20:00:00,Bus_14,Foggy,23,16,15,4131,1,4.04,2,5,102
12/11/2024,12:00:00,Bus_17,Sunny,11,15,27,7763,1,3.85,329,5,260
19/11/2024,21:00:00,Bus_3,Sunny,14,25,15,5636,0,2.47,440,5,344
23/11/2024,09:00:00,Bus_7,Cloudy,11,10,2,6029,1,1.21,145,2,159
15/11/2024,20:00:00,Bus_17,Foggy,9,14,27,6019,0,4.02,444,3,45
28/11/2024,10:00:00,Bus_12,Clear,21,10,12,7377,0,4.82,366,2,443
02/11/2024,12:00:00,Bus_9,Foggy,29,25,13,6159,0,1.96,420,5,301
02/11/2024,22:00:00,Bus_15,Cloudy,34,14,7,3253,0,2.29,61,3,251
23/11/2024,16:00:00,Bus_18,Foggy,22,26,11,3328,1,1.74,273,3,331
22/11/2024,19:00:00,Bus_13,Foggy,21,30,22,5591,1,3.31,49,5,165
19/11/2024,13:00:00,Bus_8,Cloudy,35,23,22,5830,0,1.62,332,3,193
25/11/2024,17:00:00,Bus_14,Sunny,12,9,21,6044,1,2.42,444,3,9
26/11/2024,19:00:00,Bus_8,Clear,15,25,20,4420,0,3.79,404,2,401
30/11/2024,14:00:00,Bus_14,Cloudy,30,14,25,6401,1,3.24,434,3,374
29/11/2024,20:00:00,Bus_7,Rainy,18,3,7,5892,1,2.55,131,5,65
22/11/2024,11:00:00,Bus_12,Sunny,15,20,20,3654,1,2.68,43,1,387
26/11/2024,21:00:00,Bus_11,Rainy,29,16,24,3759,0,3.25,57,1,495
26/11/2024,11:00:00,Bus_11,Sunny,23,2,8,4798,0,1.02,50,1,282
22/11/2024,18:00:00,Bus_13,Clear,23,10,0,5971,1,1.31,452,5,181
17/11/2024,19:00:00,Bus_18,Clear,12,3,5,7511,0,4.53,465,1,415
20/11/2024,11:00:00,Bus_2,Foggy,31,11,22,6426,0,1.31,178,2,282
10/11/2024,13:00:00,Bus_15,Rainy,31,11,18,3254,1,3.83,293,5,279
06/11/2024,20:00:00,Bus_18,Sunny,14,21,22,6823,0,4.68,46,5,30
15/11/2024,12:00:00,Bus_15,Clear,32,21,10,4876,1,2.08,170,5,266
22/11/2024,22:00:00,Bus_19,Cloudy,28,22,10,5757,1,2.48,271,3,328
11/11/2024,22:00:00,Bus_12,Clear,34,13,22,5624,1,3.28,417,3,492
28/11/2024,11:00:00,Bus_13,Cloudy,13,7,29,7995,0,4.53,336,3,217
05/11/2024,07:00:00,Bus_11,Sunny,28,23,12,7121,1,4.77,139,4,320
01/11/2024,22:00:00,Bus_5,Clear,20,17,10,6004,1,3.96,247,2,406
08/11/2024,14:00:00,Bus_1,Clear,9,30,17,7516,0,1.35,148,5,399
21/11/2024,11:00:00,Bus_3,Sunny,16,2,22,6734,0,3.68,230,5,379
28/11/2024,21:00:00,Bus_19,Clear,9,12,14,4244,0,2.64,280,3,105
12/11/2024,18:00:00,Bus_7,Cloudy,13,25,0,4008,0,2.88,125,5,184
12/11/2024,07:00:00,Bus_12,Clear,30,10,20,7314,1,1.2,192,5,330
05/11/2024,16:00:00,Bus_15,Rainy,14,18,24,4510,0,1.76,374,1,148
07/11/2024,17:00:00,Bus_5,Foggy,29,22,6,4959,0,4.16,80,5,105
04/11/2024,06:00:00,Bus_15,Cloudy,11,27,22,5508,0,2.82,94,4,47
06/11/2024,07:00:00,Bus_8,Rainy,23,11,26,7758,0,2.21,226,3,87
13/11/2024,09:00:00,Bus_10,Sunny,13,16,12,5682,1,2.54,65,2,309
20/11/2024,15:00:00,Bus_16,Cloudy,32,17,11,3989,0,4.42,88,2,437
30/11/2024,12:00:00,Bus_8,Foggy,22,19,17,7284,1,4,88,1,129
15/11/2024,16:00:00,Bus_1,Foggy,26,18,23,3254,0,2.09,201,2,258
03/11/2024,11:00:00,Bus_12,Sunny,24,3,18,7163,1,1.47,214,2,314
23/11/2024,19:00:00,Bus_5,Sunny,14,21,14,7711,1,2.01,204,3,147
08/11/2024,21:00:00,Bus_3,Cloudy,33,27,7,7969,0,4.68,401,3,446
20/11/2024,08:00:00,Bus_1,Clear,32,26,18,7452,1,3.33,382,4,462
16/11/2024,17:00:00,Bus_4,Sunny,22,16,9,3255,0,3.13,89,1,72
13/11/2024,22:00:00,Bus_8,Clear,35,6,6,4007,1,3.39,476,2,486
18/11/2024,05:00:00,Bus_3,Rainy,32,25,17,4755,1,2.46,61,4,140
28/11/2024,20:00:00,Bus_10,Foggy,16,12,15,5571,1,4.23,271,1,410
10/11/2024,17:00:00,Bus_2,Clear,15,11,19,6908,0,3.09,94,2,27
30/11/2024,14:00:00,Bus_11,Foggy,16,15,26,5997,1,1.47,307,2,29
19/11/2024,16:00:00,Bus_10,Clear,21,15,5,5803,0,1.52,27,3,271
17/11/2024,06:00:00,Bus_14,Rainy,14,16,26,6765,1,3.15,214,5,174
24/11/2024,07:00:00,Bus_7,Sunny,26,10,8,7379,1,4.75,74,1,253
19/11/2024,14:00:00,Bus_2,Rainy,10,12,20,6383,1,2.23,61,2,385
28/11/2024,06:00:00,Bus_9,Sunny,16,28,12,3098,1,4.48,186,1,60
26/11/2024,17:00:00,Bus_16,Sunny,19,13,24,3196,1,4.06,31,4,107
23/11/2024,17:00:00,Bus_13,Foggy,9,4,30,5529,1,1.99,219,4,220
26/11/2024,22:00:00,Bus_9,Rainy,30,7,20,3877,0,1.15,12,5,441
05/11/2024,07:00:00,Bus_4,Clear,14,22,25,4868,0,1.41,302,2,259
26/11/2024,11:00:00,Bus_10,Rainy,24,2,7,5665,0,3.91,415,3,371
21/11/2024,18:00:00,Bus_12,Foggy,35,26,15,4388,1,1.8,32,2,146
30/11/2024,21:00:00,Bus_17,Sunny,28,27,12,5415,0,2.49,160,1,52
23/11/2024,16:00:00,Bus_14,Foggy,20,27,12,3569,1,3.01,489,4,60
09/11/2024,20:00:00,Bus_14,Cloudy,19,27,16,5637,0,3.9,237,1,34
12/11/2024,16:00:00,Bus_2,Cloudy,35,15,22,4065,0,1.45,227,5,96
21/11/2024,19:00:00,Bus_11,Clear,18,8,19,3421,1,2.63,181,4,477
01/11/2024,14:00:00,Bus_16,Foggy,11,7,4,5883,1,2.94,317,3,89
26/11/2024,11:00:00,Bus_19,Clear,21,15,21,4204,0,3.16,46,4,316
26/11/2024,09:00:00,Bus_6,Clear,35,23,20,3544,0,4.27,341,2,410
01/11/2024,05:00:00,Bus_19,Cloudy,11,14,27,7166,0,1.69,458,2,231
15/11/2024,21:00:00,Bus_5,Clear,23,8,16,6639,0,4.23,80,4,456
02/11/2024,07:00:00,Bus_4,Cloudy,24,28,27,4223,1,3.77,135,5,275
30/11/2024,17:00:00,Bus_15,Sunny,21,12,8,6172,0,3.22,260,2,246
22/11/2024,18:00:00,Bus_4,Foggy,25,13,1,3767,1,3.8,475,2,111
16/11/2024,22:00:00,Bus_10,Clear,11,30,24,6657,1,2.65,308,3,234
25/11/2024,08:00:00,Bus_3,Cloudy,28,11,25,3654,0,1.55,247,4,278
08/11/2024,22:00:00,Bus_5,Rainy,19,17,17,5446,1,3.66,473,2,477
13/11/2024,09:00:00,Bus_6,Clear,35,29,8,3220,0,3.1,159,5,417
21/11/2024,20:00:00,Bus_8,Sunny,29,17,5,6666,1,3.56,203,1,166
01/11/2024,05:00:00,Bus_7,Sunny,27,24,10,7277,1,2.35,112,4,128
16/11/2024,18:00:00,Bus_10,Rainy,30,4,24,7402,0,4.63,468,3,237
29/11/2024,19:00:00,Bus_6,Cloudy,19,21,28,5569,1,3.35,292,2,494
07/11/2024,13:00:00,Bus_14,Clear,24,8,5,4013,1,1.34,438,5,291
05/11/2024,19:00:00,Bus_4,Cloudy,29,5,5,5051,0,2.8,310,4,107
22/11/2024,21:00:00,Bus_13,Sunny,11,26,12,6985,1,4.03,119,5,128
29/11/2024,08:00:00,Bus_17,Cloudy,30,16,10,7943,1,4.18,383,5,195
23/11/2024,16:00:00,Bus_7,Sunny,14,4,13,7899,0,2.98,17,3,339
03/11/2024,09:00:00,Bus_4,Cloudy,22,28,1,7310,0,4.58,493,4,394
12/11/2024,09:00:00,Bus_14,Rainy,32,22,7,6019,1,2.07,331,2,475
26/11/2024,15:00:00,Bus_3,Foggy,26,29,2,6681,1,2.64,414,3,143
16/11/2024,10:00:00,Bus_5,Rainy,25,15,22,4443,1,4.59,227,2,395
19/11/2024,11:00:00,Bus_16,Rainy,12,12,20,7196,0,4.59,361,1,111
05/11/2024,18:00:00,Bus_4,Foggy,31,5,2,6010,1,3.74,486,5,90
22/11/2024,15:00:00,Bus_2,Foggy,23,30,0,3572,1,4.44,406,1,251
